feature_path,emotion,split
features_logmel\test\10629.npy,neutral,test
features_logmel\test\10630.npy,happy,test
features_logmel\test\10631.npy,sad,test
features_logmel\test\10632.npy,sad,test
features_logmel\test\10633.npy,happy,test
features_logmel\test\10634.npy,neutral,test
features_logmel\test\10635.npy,neutral,test
features_logmel\test\10636.npy,neutral,test
features_logmel\test\10637.npy,neutral,test
features_logmel\test\10638.npy,neutral,test
features_logmel\test\10639.npy,neutral,test
features_logmel\test\10640.npy,sad,test
features_logmel\test\10641.npy,angry,test
features_logmel\test\10642.npy,neutral,test
features_logmel\test\10643.npy,neutral,test
features_logmel\test\10644.npy,angry,test
features_logmel\test\10645.npy,happy,test
features_logmel\test\10646.npy,neutral,test
features_logmel\test\10647.npy,happy,test
features_logmel\test\10648.npy,sad,test
features_logmel\test\10649.npy,happy,test
features_logmel\test\10650.npy,happy,test
features_logmel\test\10651.npy,happy,test
features_logmel\test\10652.npy,angry,test
features_logmel\test\10653.npy,happy,test
features_logmel\test\10654.npy,happy,test
features_logmel\test\10655.npy,neutral,test
features_logmel\test\10656.npy,angry,test
features_logmel\test\10657.npy,happy,test
features_logmel\test\10658.npy,happy,test
features_logmel\test\10659.npy,neutral,test
features_logmel\test\10660.npy,sad,test
features_logmel\test\10661.npy,angry,test
features_logmel\test\10662.npy,neutral,test
features_logmel\test\10663.npy,happy,test
features_logmel\test\10664.npy,happy,test
features_logmel\test\10665.npy,neutral,test
features_logmel\test\10666.npy,angry,test
features_logmel\test\10667.npy,happy,test
features_logmel\test\10668.npy,angry,test
features_logmel\test\10669.npy,neutral,test
features_logmel\test\10670.npy,sad,test
features_logmel\test\10671.npy,sad,test
features_logmel\test\10672.npy,angry,test
features_logmel\test\10673.npy,happy,test
features_logmel\test\10674.npy,sad,test
features_logmel\test\10675.npy,sad,test
features_logmel\test\10676.npy,neutral,test
features_logmel\test\10677.npy,angry,test
features_logmel\test\10678.npy,sad,test
features_logmel\test\10679.npy,neutral,test
features_logmel\test\10680.npy,sad,test
features_logmel\test\10681.npy,happy,test
features_logmel\test\10682.npy,neutral,test
features_logmel\test\10683.npy,happy,test
features_logmel\test\10684.npy,angry,test
features_logmel\test\10685.npy,happy,test
features_logmel\test\10686.npy,angry,test
features_logmel\test\10687.npy,happy,test
features_logmel\test\10688.npy,happy,test
features_logmel\test\10689.npy,neutral,test
features_logmel\test\10690.npy,happy,test
features_logmel\test\10691.npy,happy,test
features_logmel\test\10692.npy,happy,test
features_logmel\test\10693.npy,neutral,test
features_logmel\test\10694.npy,happy,test
features_logmel\test\10695.npy,angry,test
features_logmel\test\10696.npy,angry,test
features_logmel\test\10697.npy,happy,test
features_logmel\test\10698.npy,angry,test
features_logmel\test\10699.npy,neutral,test
features_logmel\test\10700.npy,angry,test
features_logmel\test\10701.npy,angry,test
features_logmel\test\10702.npy,angry,test
features_logmel\test\10703.npy,happy,test
features_logmel\test\10704.npy,neutral,test
features_logmel\test\10705.npy,happy,test
features_logmel\test\10706.npy,happy,test
features_logmel\test\10707.npy,happy,test
features_logmel\test\10708.npy,sad,test
features_logmel\test\10709.npy,angry,test
features_logmel\test\10710.npy,neutral,test
features_logmel\test\10711.npy,sad,test
features_logmel\test\10712.npy,angry,test
features_logmel\test\10713.npy,happy,test
features_logmel\test\10714.npy,happy,test
features_logmel\test\10715.npy,sad,test
features_logmel\test\10716.npy,happy,test
features_logmel\test\10717.npy,sad,test
features_logmel\test\10718.npy,angry,test
features_logmel\test\10719.npy,angry,test
features_logmel\test\10720.npy,neutral,test
features_logmel\test\10721.npy,neutral,test
features_logmel\test\10722.npy,angry,test
features_logmel\test\10723.npy,sad,test
features_logmel\test\10724.npy,happy,test
features_logmel\test\10725.npy,angry,test
features_logmel\test\10726.npy,neutral,test
features_logmel\test\10727.npy,happy,test
features_logmel\test\10728.npy,angry,test
features_logmel\test\10729.npy,sad,test
features_logmel\test\10730.npy,angry,test
features_logmel\test\10731.npy,angry,test
features_logmel\test\10732.npy,happy,test
features_logmel\test\10733.npy,happy,test
features_logmel\test\10734.npy,neutral,test
features_logmel\test\10735.npy,sad,test
features_logmel\test\10736.npy,neutral,test
features_logmel\test\10737.npy,neutral,test
features_logmel\test\10738.npy,sad,test
features_logmel\test\10739.npy,angry,test
features_logmel\test\10740.npy,happy,test
features_logmel\test\10741.npy,angry,test
features_logmel\test\10742.npy,sad,test
features_logmel\test\10743.npy,happy,test
features_logmel\test\10744.npy,happy,test
features_logmel\test\10745.npy,neutral,test
features_logmel\test\10746.npy,neutral,test
features_logmel\test\10747.npy,happy,test
features_logmel\test\10748.npy,neutral,test
features_logmel\test\10749.npy,sad,test
features_logmel\test\10750.npy,sad,test
features_logmel\test\10751.npy,neutral,test
features_logmel\test\10752.npy,sad,test
features_logmel\test\10753.npy,sad,test
features_logmel\test\10754.npy,neutral,test
features_logmel\test\10755.npy,sad,test
features_logmel\test\10756.npy,neutral,test
features_logmel\test\10757.npy,sad,test
features_logmel\test\10758.npy,happy,test
features_logmel\test\10759.npy,neutral,test
features_logmel\test\10760.npy,sad,test
features_logmel\test\10761.npy,sad,test
features_logmel\test\10762.npy,neutral,test
features_logmel\test\10763.npy,angry,test
features_logmel\test\10764.npy,happy,test
features_logmel\test\10765.npy,neutral,test
features_logmel\test\10766.npy,happy,test
features_logmel\test\10767.npy,sad,test
features_logmel\test\10768.npy,happy,test
features_logmel\test\10769.npy,angry,test
features_logmel\test\10770.npy,sad,test
features_logmel\test\10771.npy,happy,test
features_logmel\test\10772.npy,angry,test
features_logmel\test\10773.npy,neutral,test
features_logmel\test\10774.npy,neutral,test
features_logmel\test\10775.npy,sad,test
features_logmel\test\10776.npy,angry,test
features_logmel\test\10777.npy,angry,test
features_logmel\test\10778.npy,neutral,test
features_logmel\test\10779.npy,happy,test
features_logmel\test\10780.npy,angry,test
features_logmel\test\10781.npy,neutral,test
features_logmel\test\10782.npy,angry,test
features_logmel\test\10783.npy,angry,test
features_logmel\test\10784.npy,happy,test
features_logmel\test\10785.npy,neutral,test
features_logmel\test\10786.npy,angry,test
features_logmel\test\10787.npy,neutral,test
features_logmel\test\10788.npy,angry,test
features_logmel\test\10789.npy,neutral,test
features_logmel\test\10790.npy,happy,test
features_logmel\test\10791.npy,sad,test
features_logmel\test\10792.npy,angry,test
features_logmel\test\10793.npy,happy,test
features_logmel\test\10794.npy,happy,test
features_logmel\test\10795.npy,sad,test
features_logmel\test\10796.npy,angry,test
features_logmel\test\10797.npy,happy,test
features_logmel\test\10798.npy,sad,test
features_logmel\test\10799.npy,angry,test
features_logmel\test\10800.npy,angry,test
features_logmel\test\10801.npy,neutral,test
features_logmel\test\10802.npy,neutral,test
features_logmel\test\10803.npy,neutral,test
features_logmel\test\10804.npy,angry,test
features_logmel\test\10805.npy,happy,test
features_logmel\test\10806.npy,angry,test
features_logmel\test\10807.npy,neutral,test
features_logmel\test\10808.npy,neutral,test
features_logmel\test\10809.npy,happy,test
features_logmel\test\10810.npy,sad,test
features_logmel\test\10811.npy,happy,test
features_logmel\test\10812.npy,angry,test
features_logmel\test\10813.npy,sad,test
features_logmel\test\10814.npy,sad,test
features_logmel\test\10815.npy,angry,test
features_logmel\test\10816.npy,angry,test
features_logmel\test\10817.npy,happy,test
features_logmel\test\10818.npy,neutral,test
features_logmel\test\10819.npy,angry,test
features_logmel\test\10820.npy,angry,test
features_logmel\test\10821.npy,sad,test
features_logmel\test\10822.npy,angry,test
features_logmel\test\10823.npy,neutral,test
features_logmel\test\10824.npy,neutral,test
features_logmel\test\10825.npy,happy,test
features_logmel\test\10826.npy,neutral,test
features_logmel\test\10827.npy,sad,test
features_logmel\test\10828.npy,neutral,test
features_logmel\test\10829.npy,happy,test
features_logmel\test\10830.npy,happy,test
features_logmel\test\10831.npy,sad,test
features_logmel\test\10832.npy,neutral,test
features_logmel\test\10833.npy,angry,test
features_logmel\test\10834.npy,sad,test
features_logmel\test\10835.npy,angry,test
features_logmel\test\10836.npy,angry,test
features_logmel\test\10837.npy,neutral,test
features_logmel\test\10838.npy,neutral,test
features_logmel\test\10839.npy,neutral,test
features_logmel\test\10840.npy,sad,test
features_logmel\test\10841.npy,sad,test
features_logmel\test\10842.npy,angry,test
features_logmel\test\10843.npy,sad,test
features_logmel\test\10844.npy,angry,test
features_logmel\test\10845.npy,happy,test
features_logmel\test\10846.npy,angry,test
features_logmel\test\10847.npy,happy,test
features_logmel\test\10848.npy,happy,test
features_logmel\test\10849.npy,happy,test
features_logmel\test\10850.npy,happy,test
features_logmel\test\10851.npy,angry,test
features_logmel\test\10852.npy,sad,test
features_logmel\test\10853.npy,happy,test
features_logmel\test\10854.npy,neutral,test
features_logmel\test\10855.npy,sad,test
features_logmel\test\10856.npy,angry,test
features_logmel\test\10857.npy,neutral,test
features_logmel\test\10858.npy,happy,test
features_logmel\test\10859.npy,neutral,test
features_logmel\test\10860.npy,sad,test
features_logmel\test\10861.npy,angry,test
features_logmel\test\10862.npy,happy,test
features_logmel\test\10863.npy,sad,test
features_logmel\test\10864.npy,neutral,test
features_logmel\test\10865.npy,angry,test
features_logmel\test\10866.npy,sad,test
features_logmel\test\10867.npy,happy,test
features_logmel\test\10868.npy,neutral,test
features_logmel\test\10869.npy,happy,test
features_logmel\test\10870.npy,neutral,test
features_logmel\test\10871.npy,sad,test
features_logmel\test\10872.npy,happy,test
features_logmel\test\10873.npy,happy,test
features_logmel\test\10874.npy,sad,test
features_logmel\test\10875.npy,happy,test
features_logmel\test\10876.npy,neutral,test
features_logmel\test\10877.npy,sad,test
features_logmel\test\10878.npy,happy,test
features_logmel\test\10879.npy,happy,test
features_logmel\test\10880.npy,sad,test
features_logmel\test\10881.npy,sad,test
features_logmel\test\10882.npy,happy,test
features_logmel\test\10883.npy,sad,test
features_logmel\test\10884.npy,happy,test
features_logmel\test\10885.npy,sad,test
features_logmel\test\10886.npy,happy,test
features_logmel\test\10887.npy,neutral,test
features_logmel\test\10888.npy,neutral,test
features_logmel\test\10889.npy,sad,test
features_logmel\test\10890.npy,happy,test
features_logmel\test\10891.npy,neutral,test
features_logmel\test\10892.npy,sad,test
features_logmel\test\10893.npy,neutral,test
features_logmel\test\10894.npy,angry,test
features_logmel\test\10895.npy,neutral,test
features_logmel\test\10896.npy,angry,test
features_logmel\test\10897.npy,happy,test
features_logmel\test\10898.npy,sad,test
features_logmel\test\10899.npy,sad,test
features_logmel\test\10900.npy,sad,test
features_logmel\test\10901.npy,angry,test
features_logmel\test\10902.npy,sad,test
features_logmel\test\10903.npy,happy,test
features_logmel\test\10904.npy,angry,test
features_logmel\test\10905.npy,neutral,test
features_logmel\test\10906.npy,happy,test
features_logmel\test\10907.npy,neutral,test
features_logmel\test\10908.npy,neutral,test
features_logmel\test\10909.npy,neutral,test
features_logmel\test\10910.npy,neutral,test
features_logmel\test\10911.npy,sad,test
features_logmel\test\10912.npy,happy,test
features_logmel\test\10913.npy,happy,test
features_logmel\test\10914.npy,sad,test
features_logmel\test\10915.npy,neutral,test
features_logmel\test\10916.npy,happy,test
features_logmel\test\10917.npy,neutral,test
features_logmel\test\10918.npy,neutral,test
features_logmel\test\10919.npy,happy,test
features_logmel\test\10920.npy,angry,test
features_logmel\test\10921.npy,happy,test
features_logmel\test\10922.npy,sad,test
features_logmel\test\10923.npy,sad,test
features_logmel\test\10924.npy,neutral,test
features_logmel\test\10925.npy,angry,test
features_logmel\test\10926.npy,sad,test
features_logmel\test\10927.npy,sad,test
features_logmel\test\10928.npy,sad,test
features_logmel\test\10929.npy,happy,test
features_logmel\test\10930.npy,neutral,test
features_logmel\test\10931.npy,happy,test
features_logmel\test\10932.npy,happy,test
features_logmel\test\10933.npy,sad,test
features_logmel\test\10934.npy,happy,test
features_logmel\test\10935.npy,angry,test
features_logmel\test\10936.npy,sad,test
features_logmel\test\10937.npy,angry,test
features_logmel\test\10938.npy,happy,test
features_logmel\test\10939.npy,neutral,test
features_logmel\test\10940.npy,angry,test
features_logmel\test\10941.npy,angry,test
features_logmel\test\10942.npy,sad,test
features_logmel\test\10943.npy,happy,test
features_logmel\test\10944.npy,sad,test
features_logmel\test\10945.npy,happy,test
features_logmel\test\10946.npy,sad,test
features_logmel\test\10947.npy,happy,test
features_logmel\test\10948.npy,sad,test
features_logmel\test\10949.npy,neutral,test
features_logmel\test\10950.npy,neutral,test
features_logmel\test\10951.npy,neutral,test
features_logmel\test\10952.npy,happy,test
features_logmel\test\10953.npy,sad,test
features_logmel\test\10954.npy,neutral,test
features_logmel\test\10955.npy,happy,test
features_logmel\test\10956.npy,happy,test
features_logmel\test\10957.npy,happy,test
features_logmel\test\10958.npy,sad,test
features_logmel\test\10959.npy,sad,test
features_logmel\test\10960.npy,angry,test
features_logmel\test\10961.npy,neutral,test
features_logmel\test\10962.npy,neutral,test
features_logmel\test\10963.npy,angry,test
features_logmel\test\10964.npy,happy,test
features_logmel\test\10965.npy,sad,test
features_logmel\test\10966.npy,happy,test
features_logmel\test\10967.npy,angry,test
features_logmel\test\10968.npy,neutral,test
features_logmel\test\10969.npy,sad,test
features_logmel\test\10970.npy,happy,test
features_logmel\test\10971.npy,happy,test
features_logmel\test\10972.npy,neutral,test
features_logmel\test\10973.npy,angry,test
features_logmel\test\10974.npy,angry,test
features_logmel\test\10975.npy,sad,test
features_logmel\test\10976.npy,angry,test
features_logmel\test\10977.npy,sad,test
features_logmel\test\10978.npy,happy,test
features_logmel\test\10979.npy,neutral,test
features_logmel\test\10980.npy,angry,test
features_logmel\test\10981.npy,happy,test
features_logmel\test\10982.npy,angry,test
features_logmel\test\10983.npy,happy,test
features_logmel\test\10984.npy,neutral,test
features_logmel\test\10985.npy,neutral,test
features_logmel\test\10986.npy,happy,test
features_logmel\test\10987.npy,neutral,test
features_logmel\test\10988.npy,angry,test
features_logmel\test\10989.npy,neutral,test
features_logmel\test\10990.npy,sad,test
features_logmel\test\10991.npy,happy,test
features_logmel\test\10992.npy,sad,test
features_logmel\test\10993.npy,angry,test
features_logmel\test\10994.npy,happy,test
features_logmel\test\10995.npy,sad,test
features_logmel\test\10996.npy,sad,test
features_logmel\test\10997.npy,happy,test
features_logmel\test\10998.npy,sad,test
features_logmel\test\10999.npy,happy,test
features_logmel\test\11000.npy,angry,test
features_logmel\test\11001.npy,sad,test
features_logmel\test\11002.npy,neutral,test
features_logmel\test\11003.npy,sad,test
features_logmel\test\11004.npy,happy,test
features_logmel\test\11005.npy,happy,test
features_logmel\test\11006.npy,angry,test
features_logmel\test\11007.npy,neutral,test
features_logmel\test\11008.npy,happy,test
features_logmel\test\11009.npy,sad,test
features_logmel\test\11010.npy,neutral,test
features_logmel\test\11011.npy,happy,test
features_logmel\test\11012.npy,sad,test
features_logmel\test\11013.npy,neutral,test
features_logmel\test\11014.npy,happy,test
features_logmel\test\11015.npy,angry,test
features_logmel\test\11016.npy,sad,test
features_logmel\test\11017.npy,neutral,test
features_logmel\test\11018.npy,happy,test
features_logmel\test\11019.npy,sad,test
features_logmel\test\11020.npy,neutral,test
features_logmel\test\11021.npy,neutral,test
features_logmel\test\11022.npy,neutral,test
features_logmel\test\11023.npy,angry,test
features_logmel\test\11024.npy,neutral,test
features_logmel\test\11025.npy,happy,test
features_logmel\test\11026.npy,sad,test
features_logmel\test\11027.npy,sad,test
features_logmel\test\11028.npy,sad,test
features_logmel\test\11029.npy,happy,test
features_logmel\test\11030.npy,happy,test
features_logmel\test\11031.npy,angry,test
features_logmel\test\11032.npy,neutral,test
features_logmel\test\11033.npy,angry,test
features_logmel\test\11034.npy,sad,test
features_logmel\test\11035.npy,sad,test
features_logmel\test\11036.npy,angry,test
features_logmel\test\11037.npy,sad,test
features_logmel\test\11038.npy,neutral,test
features_logmel\test\11039.npy,happy,test
features_logmel\test\11040.npy,angry,test
features_logmel\test\11041.npy,happy,test
features_logmel\test\11042.npy,neutral,test
features_logmel\test\11043.npy,happy,test
features_logmel\test\11044.npy,neutral,test
features_logmel\test\11045.npy,sad,test
features_logmel\test\11046.npy,happy,test
features_logmel\test\11047.npy,sad,test
features_logmel\test\11048.npy,neutral,test
features_logmel\test\11049.npy,angry,test
features_logmel\test\11050.npy,neutral,test
features_logmel\test\11051.npy,happy,test
features_logmel\test\11052.npy,angry,test
features_logmel\test\11053.npy,happy,test
features_logmel\test\11054.npy,happy,test
features_logmel\test\11055.npy,happy,test
features_logmel\test\11056.npy,happy,test
features_logmel\test\11057.npy,neutral,test
features_logmel\test\11058.npy,sad,test
features_logmel\test\11059.npy,neutral,test
features_logmel\test\11060.npy,happy,test
features_logmel\test\11061.npy,neutral,test
features_logmel\test\11062.npy,neutral,test
features_logmel\test\11063.npy,angry,test
features_logmel\test\11064.npy,happy,test
features_logmel\test\11065.npy,happy,test
features_logmel\test\11066.npy,happy,test
features_logmel\test\11067.npy,sad,test
features_logmel\test\11068.npy,neutral,test
features_logmel\test\11069.npy,angry,test
features_logmel\test\11070.npy,sad,test
features_logmel\test\11071.npy,sad,test
features_logmel\test\11072.npy,sad,test
features_logmel\test\11073.npy,happy,test
features_logmel\test\11074.npy,angry,test
features_logmel\test\11075.npy,neutral,test
features_logmel\test\11076.npy,neutral,test
features_logmel\test\11077.npy,happy,test
features_logmel\test\11078.npy,happy,test
features_logmel\test\11079.npy,sad,test
features_logmel\test\11080.npy,happy,test
features_logmel\test\11081.npy,neutral,test
features_logmel\test\11082.npy,neutral,test
features_logmel\test\11083.npy,neutral,test
features_logmel\test\11084.npy,neutral,test
features_logmel\test\11085.npy,happy,test
features_logmel\test\11086.npy,happy,test
features_logmel\test\11087.npy,angry,test
features_logmel\test\11088.npy,neutral,test
features_logmel\test\11089.npy,happy,test
features_logmel\test\11090.npy,neutral,test
features_logmel\test\11091.npy,happy,test
features_logmel\test\11092.npy,happy,test
features_logmel\test\11093.npy,angry,test
features_logmel\test\11094.npy,neutral,test
features_logmel\test\11095.npy,sad,test
features_logmel\test\11096.npy,sad,test
features_logmel\test\11097.npy,sad,test
features_logmel\test\11098.npy,happy,test
features_logmel\test\11099.npy,angry,test
features_logmel\test\11100.npy,neutral,test
features_logmel\test\11101.npy,sad,test
features_logmel\test\11102.npy,sad,test
features_logmel\test\11103.npy,neutral,test
features_logmel\test\11104.npy,sad,test
features_logmel\test\11105.npy,happy,test
features_logmel\test\11106.npy,happy,test
features_logmel\test\11107.npy,neutral,test
features_logmel\test\11108.npy,sad,test
features_logmel\test\11109.npy,angry,test
features_logmel\test\11110.npy,angry,test
features_logmel\test\11111.npy,happy,test
features_logmel\test\11112.npy,neutral,test
features_logmel\test\11113.npy,angry,test
features_logmel\test\11114.npy,sad,test
features_logmel\test\11115.npy,angry,test
features_logmel\test\11116.npy,sad,test
features_logmel\test\11117.npy,neutral,test
features_logmel\test\11118.npy,angry,test
features_logmel\test\11119.npy,angry,test
features_logmel\test\11120.npy,neutral,test
features_logmel\test\11121.npy,happy,test
features_logmel\test\11122.npy,happy,test
features_logmel\test\11123.npy,happy,test
features_logmel\test\11124.npy,happy,test
features_logmel\test\11125.npy,angry,test
features_logmel\test\11126.npy,angry,test
features_logmel\test\11127.npy,angry,test
features_logmel\test\11128.npy,sad,test
features_logmel\test\11129.npy,neutral,test
features_logmel\test\11130.npy,happy,test
features_logmel\test\11131.npy,sad,test
features_logmel\test\11132.npy,sad,test
features_logmel\test\11133.npy,happy,test
features_logmel\test\11134.npy,happy,test
features_logmel\test\11135.npy,happy,test
features_logmel\test\11136.npy,neutral,test
features_logmel\test\11137.npy,angry,test
features_logmel\test\11138.npy,happy,test
features_logmel\test\11139.npy,angry,test
features_logmel\test\11140.npy,happy,test
features_logmel\test\11141.npy,sad,test
features_logmel\test\11142.npy,sad,test
features_logmel\test\11143.npy,neutral,test
features_logmel\test\11144.npy,happy,test
features_logmel\test\11145.npy,sad,test
features_logmel\test\11146.npy,happy,test
features_logmel\test\11147.npy,neutral,test
features_logmel\test\11148.npy,sad,test
features_logmel\test\11149.npy,happy,test
features_logmel\test\11150.npy,neutral,test
features_logmel\test\11151.npy,sad,test
features_logmel\test\11152.npy,neutral,test
features_logmel\test\11153.npy,neutral,test
features_logmel\test\11154.npy,angry,test
features_logmel\test\11155.npy,happy,test
features_logmel\test\11156.npy,happy,test
features_logmel\test\11157.npy,sad,test
features_logmel\test\11158.npy,angry,test
features_logmel\test\11159.npy,sad,test
features_logmel\test\11160.npy,happy,test
features_logmel\test\11161.npy,angry,test
features_logmel\test\11162.npy,sad,test
features_logmel\test\11163.npy,angry,test
features_logmel\test\11164.npy,sad,test
features_logmel\test\11165.npy,sad,test
features_logmel\test\11166.npy,neutral,test
features_logmel\test\11167.npy,angry,test
features_logmel\test\11168.npy,happy,test
features_logmel\test\11169.npy,sad,test
features_logmel\test\11170.npy,neutral,test
features_logmel\test\11171.npy,neutral,test
features_logmel\test\11172.npy,happy,test
features_logmel\test\11173.npy,happy,test
features_logmel\test\11174.npy,sad,test
features_logmel\test\11175.npy,angry,test
features_logmel\test\11176.npy,neutral,test
features_logmel\test\11177.npy,happy,test
features_logmel\test\11178.npy,angry,test
features_logmel\test\11179.npy,happy,test
features_logmel\test\11180.npy,happy,test
features_logmel\test\11181.npy,neutral,test
features_logmel\test\11182.npy,neutral,test
features_logmel\test\11183.npy,neutral,test
features_logmel\test\11184.npy,sad,test
features_logmel\test\11185.npy,happy,test
features_logmel\test\11186.npy,sad,test
features_logmel\test\11187.npy,happy,test
features_logmel\test\11188.npy,sad,test
features_logmel\test\11189.npy,happy,test
features_logmel\test\11190.npy,neutral,test
features_logmel\test\11191.npy,happy,test
features_logmel\test\11192.npy,angry,test
features_logmel\test\11193.npy,neutral,test
features_logmel\test\11194.npy,angry,test
features_logmel\test\11195.npy,happy,test
features_logmel\test\11196.npy,sad,test
features_logmel\test\11197.npy,neutral,test
features_logmel\test\11198.npy,sad,test
features_logmel\test\11199.npy,sad,test
features_logmel\test\11200.npy,sad,test
features_logmel\test\11201.npy,angry,test
features_logmel\test\11202.npy,neutral,test
features_logmel\test\11203.npy,angry,test
features_logmel\test\11204.npy,angry,test
features_logmel\test\11205.npy,sad,test
features_logmel\test\11206.npy,happy,test
features_logmel\test\11207.npy,angry,test
features_logmel\test\11208.npy,angry,test
features_logmel\test\11209.npy,neutral,test
features_logmel\test\11210.npy,neutral,test
features_logmel\test\11211.npy,neutral,test
features_logmel\test\11212.npy,neutral,test
features_logmel\test\11213.npy,angry,test
features_logmel\test\11214.npy,neutral,test
features_logmel\test\11215.npy,happy,test
features_logmel\test\11216.npy,neutral,test
features_logmel\test\11217.npy,neutral,test
features_logmel\test\11218.npy,neutral,test
features_logmel\test\11219.npy,neutral,test
features_logmel\test\11220.npy,neutral,test
features_logmel\test\11221.npy,neutral,test
features_logmel\test\11222.npy,sad,test
features_logmel\test\11223.npy,angry,test
features_logmel\test\11224.npy,sad,test
features_logmel\test\11225.npy,neutral,test
features_logmel\test\11226.npy,happy,test
features_logmel\test\11227.npy,happy,test
features_logmel\test\11228.npy,angry,test
features_logmel\test\11229.npy,sad,test
features_logmel\test\11230.npy,angry,test
features_logmel\test\11231.npy,angry,test
features_logmel\test\11232.npy,angry,test
features_logmel\test\11233.npy,happy,test
features_logmel\test\11234.npy,sad,test
features_logmel\test\11235.npy,angry,test
features_logmel\test\11236.npy,neutral,test
features_logmel\test\11237.npy,neutral,test
features_logmel\test\11238.npy,angry,test
features_logmel\test\11239.npy,angry,test
features_logmel\test\11240.npy,happy,test
features_logmel\test\11241.npy,happy,test
features_logmel\test\11242.npy,neutral,test
features_logmel\test\11243.npy,angry,test
features_logmel\test\11244.npy,sad,test
features_logmel\test\11245.npy,neutral,test
features_logmel\test\11246.npy,angry,test
features_logmel\test\11247.npy,happy,test
features_logmel\test\11248.npy,happy,test
features_logmel\test\11249.npy,happy,test
features_logmel\test\11250.npy,sad,test
features_logmel\test\11251.npy,neutral,test
features_logmel\test\11252.npy,neutral,test
features_logmel\test\11253.npy,angry,test
features_logmel\test\11254.npy,sad,test
features_logmel\test\11255.npy,sad,test
features_logmel\test\11256.npy,sad,test
features_logmel\test\11257.npy,happy,test
features_logmel\test\11258.npy,sad,test
features_logmel\test\11259.npy,neutral,test
features_logmel\test\11260.npy,neutral,test
features_logmel\test\11261.npy,neutral,test
features_logmel\test\11262.npy,happy,test
features_logmel\test\11263.npy,happy,test
features_logmel\test\11264.npy,neutral,test
features_logmel\test\11265.npy,neutral,test
features_logmel\test\11266.npy,sad,test
features_logmel\test\11267.npy,neutral,test
features_logmel\test\11268.npy,neutral,test
features_logmel\test\11269.npy,sad,test
features_logmel\test\11270.npy,happy,test
features_logmel\test\11271.npy,happy,test
features_logmel\test\11272.npy,happy,test
features_logmel\test\11273.npy,neutral,test
features_logmel\test\11274.npy,angry,test
features_logmel\test\11275.npy,neutral,test
features_logmel\test\11276.npy,happy,test
features_logmel\test\11277.npy,happy,test
features_logmel\test\11278.npy,neutral,test
features_logmel\test\11279.npy,neutral,test
features_logmel\test\11280.npy,angry,test
features_logmel\test\11281.npy,angry,test
features_logmel\test\11282.npy,angry,test
features_logmel\test\11283.npy,sad,test
features_logmel\test\11284.npy,neutral,test
features_logmel\test\11285.npy,angry,test
features_logmel\test\11286.npy,sad,test
features_logmel\test\11287.npy,sad,test
features_logmel\test\11288.npy,happy,test
features_logmel\test\11289.npy,sad,test
features_logmel\test\11290.npy,sad,test
features_logmel\test\11291.npy,angry,test
features_logmel\test\11292.npy,angry,test
features_logmel\test\11293.npy,sad,test
features_logmel\test\11294.npy,happy,test
features_logmel\test\11295.npy,happy,test
features_logmel\test\11296.npy,happy,test
features_logmel\test\11297.npy,sad,test
features_logmel\test\11298.npy,happy,test
features_logmel\test\11299.npy,happy,test
features_logmel\test\11300.npy,neutral,test
features_logmel\test\11301.npy,sad,test
features_logmel\test\11302.npy,angry,test
features_logmel\test\11303.npy,neutral,test
features_logmel\test\11304.npy,sad,test
features_logmel\test\11305.npy,happy,test
features_logmel\test\11306.npy,angry,test
features_logmel\test\11307.npy,happy,test
features_logmel\test\11308.npy,neutral,test
features_logmel\test\11309.npy,sad,test
features_logmel\test\11310.npy,angry,test
features_logmel\test\11311.npy,angry,test
features_logmel\test\11312.npy,happy,test
features_logmel\test\11313.npy,neutral,test
features_logmel\test\11314.npy,happy,test
features_logmel\test\11315.npy,happy,test
features_logmel\test\11316.npy,angry,test
features_logmel\test\11317.npy,happy,test
features_logmel\test\11318.npy,sad,test
features_logmel\test\11319.npy,sad,test
features_logmel\test\11320.npy,neutral,test
features_logmel\test\11321.npy,sad,test
features_logmel\test\11322.npy,happy,test
features_logmel\test\11323.npy,angry,test
features_logmel\test\11324.npy,happy,test
features_logmel\test\11325.npy,happy,test
features_logmel\test\11326.npy,happy,test
features_logmel\test\11327.npy,sad,test
features_logmel\test\11328.npy,neutral,test
features_logmel\test\11329.npy,neutral,test
features_logmel\test\11330.npy,happy,test
features_logmel\test\11331.npy,happy,test
features_logmel\test\11332.npy,happy,test
features_logmel\test\11333.npy,sad,test
features_logmel\test\11334.npy,angry,test
features_logmel\test\11335.npy,angry,test
features_logmel\test\11336.npy,angry,test
features_logmel\test\11337.npy,sad,test
features_logmel\test\11338.npy,angry,test
features_logmel\test\11339.npy,happy,test
features_logmel\test\11340.npy,neutral,test
features_logmel\test\11341.npy,sad,test
features_logmel\test\11342.npy,neutral,test
features_logmel\test\11343.npy,sad,test
features_logmel\test\11344.npy,neutral,test
features_logmel\test\11345.npy,sad,test
features_logmel\test\11346.npy,happy,test
features_logmel\test\11347.npy,happy,test
features_logmel\test\11348.npy,sad,test
features_logmel\test\11349.npy,neutral,test
features_logmel\test\11350.npy,angry,test
features_logmel\test\11351.npy,neutral,test
features_logmel\test\11352.npy,happy,test
features_logmel\test\11353.npy,sad,test
features_logmel\test\11354.npy,neutral,test
