filepath,dataset,speaker_id,emotion_raw,emotion,split
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_1\Ses05F_script01_1_F033.wav,IEMOCAP,Ses05F,ang,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_3\Ses03M_script01_3_M008.wav,IEMOCAP,Ses03M,hap,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1046_IOM_ANG_XX.wav,CREMA-D,1046,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1019_IEO_HAP_LO.wav,CREMA-D,1019,HAP,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1053_IEO_SAD_MD.wav,CREMA-D,1053,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1005_IEO_SAD_LO.wav,CREMA-D,1005,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1010_IWW_NEU_XX.wav,CREMA-D,1010,NEU,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1062_IOM_HAP_XX.wav,CREMA-D,1062,HAP,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_F006.wav,IEMOCAP,Ses01M,sad,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script02_1\Ses04M_script02_1_M018.wav,IEMOCAP,Ses04M,exc,happy,test
C:\Code\Python\data\RAVDESS\Actor_10\03-01-02-02-01-01-10.wav,RAVDESS,10,02,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1061_MTI_SAD_XX.wav,CREMA-D,1061,SAD,sad,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_19\03-01-03-02-01-01-19.wav,RAVDESS,19,03,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1043_IWW_NEU_XX.wav,CREMA-D,1043,NEU,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1062_WSI_SAD_XX.wav,CREMA-D,1062,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro06\Ses01F_impro06_F016.wav,IEMOCAP,Ses01F,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1036_ITS_NEU_XX.wav,CREMA-D,1036,NEU,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_2\Ses04F_script03_2_F019.wav,IEMOCAP,Ses04F,ang,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1005_IEO_HAP_LO.wav,CREMA-D,1005,HAP,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_3\Ses03M_script01_3_F011.wav,IEMOCAP,Ses03M,hap,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1073_IEO_SAD_LO.wav,CREMA-D,1073,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_M008.wav,IEMOCAP,Ses03F,ang,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1052_TSI_SAD_XX.wav,CREMA-D,1052,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1032_ITS_HAP_XX.wav,CREMA-D,1032,HAP,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1010_IOM_ANG_XX.wav,CREMA-D,1010,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1026_TIE_SAD_XX.wav,CREMA-D,1026,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script03_2\Ses02F_script03_2_F034.wav,IEMOCAP,Ses02F,ang,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_3\Ses05F_script01_3_M030.wav,IEMOCAP,Ses05F,sad,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro06\Ses03M_impro06_M017.wav,IEMOCAP,Ses03M,sad,sad,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_08\03-01-02-01-02-01-08.wav,RAVDESS,08,02,neutral,test
C:\Code\Python\data\RAVDESS\Actor_05\03-01-05-01-02-02-05.wav,RAVDESS,05,05,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro07\Ses01F_impro07_F000.wav,IEMOCAP,Ses01F,exc,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1063_DFA_SAD_XX.wav,CREMA-D,1063,SAD,sad,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_21\03-01-01-01-01-02-21.wav,RAVDESS,21,01,neutral,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_17\03-01-02-02-02-01-17.wav,RAVDESS,17,02,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_F024.wav,IEMOCAP,Ses01M,hap,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1055_TAI_HAP_XX.wav,CREMA-D,1055,HAP,happy,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_20\03-01-04-02-02-01-20.wav,RAVDESS,20,04,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script02_1\Ses03F_script02_1_F012.wav,IEMOCAP,Ses03F,ang,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M013.wav,IEMOCAP,Ses01F,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1020_WSI_HAP_XX.wav,CREMA-D,1020,HAP,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_2\Ses03M_script01_2_M017.wav,IEMOCAP,Ses03M,ang,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1073_MTI_HAP_XX.wav,CREMA-D,1073,HAP,happy,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_22\03-01-03-02-01-01-22.wav,RAVDESS,22,03,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1087_TIE_NEU_XX.wav,CREMA-D,1087,NEU,neutral,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_11\03-01-02-01-02-01-11.wav,RAVDESS,11,02,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1034_TAI_NEU_XX.wav,CREMA-D,1034,NEU,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1013_TAI_SAD_XX.wav,CREMA-D,1013,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro03\Ses05F_impro03_F057.wav,IEMOCAP,Ses05F,hap,happy,test
C:\Code\Python\data\RAVDESS\Actor_04\03-01-04-02-01-02-04.wav,RAVDESS,04,04,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1051_IWW_HAP_XX.wav,CREMA-D,1051,HAP,happy,test
C:\Code\Python\data\RAVDESS\Actor_02\03-01-04-01-02-02-02.wav,RAVDESS,02,04,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1012_TAI_HAP_XX.wav,CREMA-D,1012,HAP,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1061_TSI_NEU_XX.wav,CREMA-D,1061,NEU,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1041_IEO_HAP_HI.wav,CREMA-D,1041,HAP,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_2\Ses04F_script03_2_M043.wav,IEMOCAP,Ses04F,ang,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro04\Ses01M_impro04_F011.wav,IEMOCAP,Ses01M,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1078_IEO_ANG_HI.wav,CREMA-D,1078,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1033_IEO_HAP_MD.wav,CREMA-D,1033,HAP,happy,test
C:\Code\Python\data\RAVDESS\Actor_18\03-01-04-02-01-01-18.wav,RAVDESS,18,04,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1059_IWW_NEU_XX.wav,CREMA-D,1059,NEU,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro06\Ses04M_impro06_F008.wav,IEMOCAP,Ses04M,sad,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1086_IEO_SAD_HI.wav,CREMA-D,1086,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro06\Ses05M_impro06_F004.wav,IEMOCAP,Ses05M,sad,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_2\Ses04M_script03_2_M021.wav,IEMOCAP,Ses04M,ang,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro08\Ses05M_impro08_M000.wav,IEMOCAP,Ses05M,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1005_IWW_ANG_XX.wav,CREMA-D,1005,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1010_IWL_ANG_XX.wav,CREMA-D,1010,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1026_IOM_SAD_XX.wav,CREMA-D,1026,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro07\Ses01M_impro07_F024.wav,IEMOCAP,Ses01M,exc,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1019_WSI_ANG_XX.wav,CREMA-D,1019,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1037_WSI_ANG_XX.wav,CREMA-D,1037,ANG,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_2\Ses02F_script01_2_M002.wav,IEMOCAP,Ses02F,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_M017.wav,IEMOCAP,Ses01M,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1050_MTI_NEU_XX.wav,CREMA-D,1050,NEU,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro08\Ses04M_impro08_M022.wav,IEMOCAP,Ses04M,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1036_TIE_ANG_XX.wav,CREMA-D,1036,ANG,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro08\Ses02F_impro08_M011.wav,IEMOCAP,Ses02F,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro03\Ses03M_impro03_M020.wav,IEMOCAP,Ses03M,hap,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1037_ITH_NEU_XX.wav,CREMA-D,1037,NEU,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro03\Ses04F_impro03_M030.wav,IEMOCAP,Ses04F,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro08\Ses02M_impro08_M016.wav,IEMOCAP,Ses02M,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M027.wav,IEMOCAP,Ses01F,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_2\Ses01F_script03_2_M004.wav,IEMOCAP,Ses01F,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_1\Ses02M_script02_1_F001.wav,IEMOCAP,Ses02M,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro06\Ses02M_impro06_F006.wav,IEMOCAP,Ses02M,sad,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1022_ITS_ANG_XX.wav,CREMA-D,1022,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1050_MTI_SAD_XX.wav,CREMA-D,1050,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1020_ITH_NEU_XX.wav,CREMA-D,1020,NEU,neutral,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_22\03-01-03-01-01-02-22.wav,RAVDESS,22,03,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_1\Ses02M_script03_1_F025.wav,IEMOCAP,Ses02M,hap,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1012_IOM_ANG_XX.wav,CREMA-D,1012,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1016_TIE_SAD_XX.wav,CREMA-D,1016,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1090_IEO_ANG_MD.wav,CREMA-D,1090,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1090_TIE_ANG_XX.wav,CREMA-D,1090,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1058_IEO_ANG_HI.wav,CREMA-D,1058,ANG,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F015.wav,IEMOCAP,Ses01M,exc,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_M023.wav,IEMOCAP,Ses01M,sad,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1002_IEO_ANG_HI.wav,CREMA-D,1002,ANG,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro06\Ses02F_impro06_M016.wav,IEMOCAP,Ses02F,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1054_ITH_NEU_XX.wav,CREMA-D,1054,NEU,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_2\Ses04F_script03_2_F025.wav,IEMOCAP,Ses04F,ang,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1042_DFA_ANG_XX.wav,CREMA-D,1042,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1022_IEO_HAP_MD.wav,CREMA-D,1022,HAP,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1080_IWL_HAP_XX.wav,CREMA-D,1080,HAP,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1057_WSI_NEU_XX.wav,CREMA-D,1057,NEU,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_1\Ses05M_script01_1_F036.wav,IEMOCAP,Ses05M,ang,angry,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_15\03-01-04-02-01-02-15.wav,RAVDESS,15,04,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_2\Ses05F_script03_2_F003.wav,IEMOCAP,Ses05F,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_2\Ses04M_script03_2_F030.wav,IEMOCAP,Ses04M,ang,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1043_TSI_HAP_XX.wav,CREMA-D,1043,HAP,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_1\Ses05F_script03_1_M016.wav,IEMOCAP,Ses05F,exc,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M002.wav,IEMOCAP,Ses01F,exc,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1038_TAI_SAD_XX.wav,CREMA-D,1038,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro05\Ses05M_impro05_F021.wav,IEMOCAP,Ses05M,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1078_IWL_NEU_XX.wav,CREMA-D,1078,NEU,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_1\Ses03F_script01_1_M021.wav,IEMOCAP,Ses03F,ang,angry,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_22\03-01-04-01-01-02-22.wav,RAVDESS,22,04,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1044_WSI_SAD_XX.wav,CREMA-D,1044,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1009_IWW_SAD_XX.wav,CREMA-D,1009,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1025_TSI_HAP_XX.wav,CREMA-D,1025,HAP,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1018_DFA_SAD_XX.wav,CREMA-D,1018,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script02_1\Ses03M_script02_1_M017.wav,IEMOCAP,Ses03M,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_F000.wav,IEMOCAP,Ses01F,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1010_DFA_NEU_XX.wav,CREMA-D,1010,NEU,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1076_IWW_HAP_XX.wav,CREMA-D,1076,HAP,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro08\Ses05M_impro08_F028.wav,IEMOCAP,Ses05M,hap,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro05b\Ses03M_impro05b_F004.wav,IEMOCAP,Ses03M,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro05\Ses01M_impro05_F019.wav,IEMOCAP,Ses01M,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1090_TAI_SAD_XX.wav,CREMA-D,1090,SAD,sad,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_13\03-01-02-02-02-01-13.wav,RAVDESS,13,02,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1051_IOM_NEU_XX.wav,CREMA-D,1051,NEU,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1060_IWW_SAD_XX.wav,CREMA-D,1060,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1041_DFA_HAP_XX.wav,CREMA-D,1041,HAP,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script02_2\Ses04F_script02_2_F046.wav,IEMOCAP,Ses04F,hap,happy,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_18\03-01-03-01-02-01-18.wav,RAVDESS,18,03,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_1\Ses03F_script01_1_F010.wav,IEMOCAP,Ses03F,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1063_IWL_ANG_XX.wav,CREMA-D,1063,ANG,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script03_2\Ses02M_script03_2_M000.wav,IEMOCAP,Ses02M,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1036_TSI_HAP_XX.wav,CREMA-D,1036,HAP,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro07\Ses05M_impro07_F000.wav,IEMOCAP,Ses05M,exc,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro04\Ses04F_impro04_M004.wav,IEMOCAP,Ses04F,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro06\Ses01F_impro06_M006.wav,IEMOCAP,Ses01F,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_2\Ses05F_script03_2_M042.wav,IEMOCAP,Ses05F,ang,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro05\Ses04F_impro05_F006.wav,IEMOCAP,Ses04F,ang,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_1\Ses02F_script01_1_M036.wav,IEMOCAP,Ses02F,ang,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1079_TSI_SAD_XX.wav,CREMA-D,1079,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro05\Ses02M_impro05_M002.wav,IEMOCAP,Ses02M,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro01\Ses05F_impro01_F020.wav,IEMOCAP,Ses05F,ang,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1070_TAI_SAD_XX.wav,CREMA-D,1070,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro06\Ses01M_impro06_M020.wav,IEMOCAP,Ses01M,sad,sad,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_21\03-01-03-02-01-02-21.wav,RAVDESS,21,03,happy,test
C:\Code\Python\data\RAVDESS\Actor_17\03-01-04-02-01-01-17.wav,RAVDESS,17,04,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_1\Ses05F_script01_1_F005.wav,IEMOCAP,Ses05F,sad,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro05\Ses04M_impro05_M016.wav,IEMOCAP,Ses04M,ang,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1033_IOM_ANG_XX.wav,CREMA-D,1033,ANG,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro06\Ses03F_impro06_F020.wav,IEMOCAP,Ses03F,sad,sad,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_21\03-01-03-01-02-02-21.wav,RAVDESS,21,03,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro03\Ses05F_impro03_F002.wav,IEMOCAP,Ses05F,exc,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1046_ITS_HAP_XX.wav,CREMA-D,1046,HAP,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro02\Ses01M_impro02_M023.wav,IEMOCAP,Ses01M,sad,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_1\Ses04M_script03_1_F022.wav,IEMOCAP,Ses04M,exc,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro03\Ses02M_impro03_M005.wav,IEMOCAP,Ses02M,exc,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script02_2\Ses03M_script02_2_M014.wav,IEMOCAP,Ses03M,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro02\Ses03F_impro02_M020.wav,IEMOCAP,Ses03F,sad,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1013_TSI_ANG_XX.wav,CREMA-D,1013,ANG,angry,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_21\03-01-02-01-02-01-21.wav,RAVDESS,21,02,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1018_TSI_SAD_XX.wav,CREMA-D,1018,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1073_TSI_HAP_XX.wav,CREMA-D,1073,HAP,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1085_TIE_ANG_XX.wav,CREMA-D,1085,ANG,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro07\Ses01M_impro07_M019.wav,IEMOCAP,Ses01M,hap,happy,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script02_2\Ses01F_script02_2_M023.wav,IEMOCAP,Ses01F,neu,neutral,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script01_3\Ses01M_script01_3_F023.wav,IEMOCAP,Ses01M,sad,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1007_IEO_ANG_LO.wav,CREMA-D,1007,ANG,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script03_2\Ses04M_script03_2_F045.wav,IEMOCAP,Ses04M,ang,angry,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script02_2\Ses04F_script02_2_F045.wav,IEMOCAP,Ses04F,hap,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1042_IEO_NEU_XX.wav,CREMA-D,1042,NEU,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1005_ITS_HAP_XX.wav,CREMA-D,1005,HAP,happy,test
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_03\03-01-03-01-01-02-03.wav,RAVDESS,03,03,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1025_DFA_ANG_XX.wav,CREMA-D,1025,ANG,angry,test
C:\Code\Python\data\CREMA-D\AudioWAV\1083_DFA_HAP_XX.wav,CREMA-D,1083,HAP,happy,test
C:\Code\Python\data\CREMA-D\AudioWAV\1005_IEO_SAD_HI.wav,CREMA-D,1005,SAD,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_2\Ses02M_script02_2_M035.wav,IEMOCAP,Ses02M,sad,sad,test
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_1\Ses03M_script01_1_M031.wav,IEMOCAP,Ses03M,neu,neutral,test
C:\Code\Python\data\CREMA-D\AudioWAV\1052_IEO_SAD_LO.wav,CREMA-D,1052,SAD,sad,test
C:\Code\Python\data\CREMA-D\AudioWAV\1023_ITS_HAP_XX.wav,CREMA-D,1023,HAP,happy,test
